BARCODE,ITEM CODE,DESCRIPTION 1,DESCRITION 2,DESCRIPTION 3,UNITS,DIVISION,GROUP,CLASSIFICATION 1,CLASSIFICATION 2, COST , SELLING PRICE , MODEL QUANTITY ,SUPPLIER CODE,MANUFACTURER, QUANTITY , REORDER POINT 
,TARI SHARPENER 1K,TARI SHARPENER 1K,,,,POULRTY SUPPLY,FIGHTING COCK ACCESSORIES,OTHERS,, 250.00 , 315.00 ,,CLDS,, 1 ,
,TARI SHARPENER 2K,TARI SHARPENER 2K,,,,POULRTY SUPPLY,FIGHTING COCK ACCESSORIES,OTHERS,, 280.00 , 350.00 ,,CLDS,, 1 ,
,TARI TAPE,TARI TAPE,,,,POULRTY SUPPLY,FIGHTING COCK ACCESSORIES,OTHERS,, 18.00 , 22.00 ,,CLDS,, 2 ,
,PUGAD SMALL,PUGAD SMALL,,,,POULRTY SUPPLY,FIGHTING COCK ACCESSORIES,NEST,, 28.00 , 38.00 ,,CLDS,, 3 ,
,PUGAD BIG,PUGAD BIG,,,,POULRTY SUPPLY,FIGHTING COCK ACCESSORIES,NEST,, 28.00 , 48.00 ,,CLDS,, 15 ,
,PIGEON RING,PIGEON RING,,,,POULRTY SUPPLY,FIGHTING COCK ACCESSORIES,NEST,,,,,CLDS,,,
,RICE #26,RICE #26,,,,POULRTY SUPPLY,RICE,,,,,,AR MARISTELA,,,
,RICE #26,RICE #26,,,,POULRTY SUPPLY,RICE,,,, 26.00 ,,AR MARISTELA,,,
,RICE #29,RICE #29,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,250.00 ",,,AR MARISTELA,,,
,RICE #29,RICE #29,,,KG,POULRTY SUPPLY,RICE,,, 25.51 , 29.00 ,,AR MARISTELA,,,
,RICE #30,RICE #30,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,320.00 ",,,AR MARISTELA,,,
,RICE #30,RICE #30,,,KG,POULRTY SUPPLY,RICE,,, 26.94 , 30.00 ,,AR MARISTELA,,,
,RICE #31,RICE #31,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,380.00 ",,,AR MARISTELA,,,
,RICE #31,RICE #31,,,KG,POULRTY SUPPLY,RICE,,, 28.16 , 31.00 ,,AR MARISTELA,,,
,RICE #32,RICE #32,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,420.00 ",,,AR MARISTELA,,,
,RICE #32,RICE #32,,,KG,POULRTY SUPPLY,RICE,,, 28.98 , 32.00 ,,AR MARISTELA,,,
,RICE #33,RICE #33,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,470.00 ",,,AR MARISTELA,,,
,RICE #33,RICE #33,,,KG,POULRTY SUPPLY,RICE,,, 30.00 , 33.00 ,,AR MARISTELA,,,
,RICE #34,RICE #34,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,520.00 ",,,AR MARISTELA,,,
,RICE #34,RICE #34,,,KG,POULRTY SUPPLY,RICE,,, 31.02 , 34.00 ,,AR MARISTELA,,,
,RICE #35,RICE #35,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,570.00 ",,,AR MARISTELA,,,
,RICE #35,RICE #35,,,KG,POULRTY SUPPLY,RICE,,, 32.04 , 35.00 ,,AR MARISTELA,,,
,RICE #36,RICE #36,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,550.00 ",,,AR MARISTELA,,,
,RICE #36,RICE #36,,,KG,POULRTY SUPPLY,RICE,,, 31.63 , 36.00 ,,AR MARISTELA,,,
,RICE #37,RICE #37,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,700.00 ",,,AR MARISTELA,,,
,RICE #37,RICE #37,,,KG,POULRTY SUPPLY,RICE,,, 34.69 , 37.00 ,,AR MARISTELA,,,
,RICE #38,RICE #38,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,670.00 ",,,AR MARISTELA,,,
,RICE #38,RICE #38,,,KG,POULRTY SUPPLY,RICE,,, 34.08 , 38.00 ,,AR MARISTELA,,,
,RICE #39,RICE #39,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,690.00 ",,,AR MARISTELA,,,
,RICE #39,RICE #39,,,KG,POULRTY SUPPLY,RICE,,, 34.49 ,,,AR MARISTELA,,,
,RICE #40,RICE #40,,,25 KGS.,POULRTY SUPPLY,RICE,,, 855.00 ,,,AR MARISTELA,,,
,RICE #40,RICE #40,,,KGS.,POULRTY SUPPLY,RICE,,, 34.90 , 40.00 ,,AR MARISTELA,,,
,RICE #42,RICE #42,,,,POULRTY SUPPLY,RICE,,, 900.00 ,,,AR MARISTELA,,,
,RICE #42,RICE #42,,,,POULRTY SUPPLY,RICE,,, 36.73 , 42.00 ,,AR MARISTELA,,,
,RICE #43,RICE #43,,,25 KGS.,POULRTY SUPPLY,RICE,,, 950.00 ,,,AR MARISTELA,,,
,RICE #43,RICE #43,,,KGS.,POULRTY SUPPLY,RICE,,, 38.78 , 43.00 ,,AR MARISTELA,,,
,RICE JASMINE,RICE JASMINE,,,,POULRTY SUPPLY,RICE,,," 1,280.00 ",,,AR MARISTELA,,,
,RICE JASMINE,RICE JASMINE,,,,POULRTY SUPPLY,RICE,,, 52.24 , 58.00 ,,AR MARISTELA,,,
,RICE DND,RICE DND,,,25 KGS.,POULRTY SUPPLY,RICE,,, 910.00 ,,,AR MARISTELA,,,
,RICE DND,RICE DND,,,KG.,POULRTY SUPPLY,RICE,,, 37.14 , 44.00 ,,AR MARISTELA,,,
,RICE MALAGKIT,RICE MALAGKIT,,,50 KGS.,POULRTY SUPPLY,RICE,,," 1,800.00 ",,,AR MARISTELA,,,
,RICE MALAGKIT,RICE MALAGKIT,,,KG,POULRTY SUPPLY,RICE,,, 36.73 , 40.00 ,,AR MARISTELA,,,
,RICE SUNGSONG,RICE SUNGSONG,,,50 KGS.,POULRTY SUPPLY,RICE,,," 2,650.00 ",,,AR MARISTELA,,,
,RICE SUNGSONG,RICE SUNGSONG,,,KG.,POULRTY SUPPLY,RICE,,, 54.08 , 60.00 ,,AR MARISTELA,,,
,COMPLETE,COMPLETE,,,50 KGS.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,FERTILIZER,," 1,260.00 "," 1,360.00 ",,NOCEJA,, 3 ,
,COMPLETE,COMPLETE,,,KG.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,FERTILIZER,, 25.20 , 29.00 ,,NOCEJA,, 51 ,
,UREA,UREA,,,50 KGS.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,FERTILIZER,," 1,190.00 "," 1,290.00 ",,AGRICONS,, 4 ,
,UREA,UREA,,,KG.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,FERTILIZER,, 23.80 , 27.50 ,,AGRICONS,, 5 ,
,CREOLINA,CREOLINA,,,60 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 11.46 , 18.00 ,,PARL,, 14 ,
,CREOLINA,CREOLINA,,,120 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 17.70 , 27.00 ,,PARL,, 7 ,
,CREOLINA,CREOLINA,,,250 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 37.00 , 67.00 ,,PARL,, 8 ,
,CREOLINA,CREOLINA,,,500 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 68.85 , 120.00 ,,PARL,,,
,CREOLINA,CREOLINA,,,1L,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 117.90 , 215.00 ,,PARL,, 2 ,
,GENTIAN VIOLET,GENTIAN VIOLET,,,60 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 8.54 , 16.00 ,,PARL,, 6 ,
,GENTIAN VIOLET,GENTIAN VIOLET,,,100 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 12.70 , 25.00 ,,PARL,, 4 ,
,MALATHION,MALATHION,,,60 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 23.00 , 35.00 ,,JL,, 7 ,
,MALATHION,MALATHION,,,100 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 40.20 , 65.00 ,,JL,, 13 ,
,PINETAR,PINETAR,,,60 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 13.54 , 23.00 ,,PARL,, 7 ,
,PINETAR,PINETAR,,,120 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 20.88 , 36.00 ,,PARL,, 4 ,
,TINCTURE OF IODINE,TINCTURE OF IODINE,,,60 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 23.72 , 35.00 ,,PARL,, 7 ,
,TINCTURE OF IODINE,TINCTURE OF IODINE,,,120 ML.,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 43.16 , 60.00 ,,PARL,, 7 ,
,SEVIN,SEVIN,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 55.00 , 75.00 ,,JL,, 6 ,
,ZINC PHOSPHIDE,ZINC PHOSPHIDE,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 16.00 , 23.00 ,,JL,, 22 ,
,BRODAN,BRODAN,,,100ML,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 70.00 , 90.00 ,,JL,,,
,FURADAN,FURADAN,,,1KG,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,, 87.00 , 115.00 ,,JL,,,
,SELECTRON,SELECTRON,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,,,,,JL,,,
,ASCEND,ASCEND,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,CHEMICALS,,,,,JL,,,
,SEEDS/AMPALAYA,AMPALAYA,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 31.50 , 50.00 ,,ALLIED BOTANICAL,, 4 ,
,SEEDSCALABASA,CALABASA,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 21.00 , 35.00 ,,ALLIED BOTANICAL,, 2 ,
,SEEDSMUSTARD,MUSTARD,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 21.00 , 35.00 ,,ALLIED BOTANICAL,, 3 ,
,SEEDS/OKRA,OKRA,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 21.00 , 35.00 ,,ALLIED BOTANICAL,,,
,SEEDS/PATOLA,PATOLA,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 21.00 , 35.00 ,,ALLIED BOTANICAL,, 1 ,
,SEEDS/PECHAY,PECHAY,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 21.00 , 35.00 ,,ALLIED BOTANICAL,, 4 ,
,SEEDS/SITAO,SITAO,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 21.00 , 35.00 ,,ALLIED BOTANICAL,, 2 ,
,SEEDS/UPO,UPO,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 21.00 , 35.00 ,,ALLIED BOTANICAL,, 5 ,
,SEEDS/EGGPLANT,EGGPLANT,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 31.50 , 50.00 ,,ALLIED BOTANICAL,, 12 ,
,SEEDS/TOMATO,TOMATO,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 21.00 , 35.00 ,,ALLIED BOTANICAL,, 8 ,
,SEEDS/CUCUMBER,CUCUMBER,,,,POULRTY SUPPLY,FERTILIZERS AND CHEMICALS,SEEDS,, 31.50 , 50.00 ,,ALLIED BOTANICAL,, 4 ,
,SPRAYER,SPRAYER,,,,POULRTY SUPPLY,FIGHTING COCK ACCESSORIES,,, 35.00 , 55.00 ,,,, 4 ,
,CALFMANNA,CALFMANNA,,,50 LBS,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,," 1,286.50 "," 1,520.00 ",,CLDS,,,
,CALFMANNA,CALFMANNA,,,KG.,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,, 56.92 , 70.00 ,,CLDS,, 1 ,
,HOLDING RATION,HOLDING RATION,,,50  LBS,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,," 1,043.00 ",,,CLDS,,,
,HOLDING RATION,HOLDING RATION,,,KG,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,, 46.36 , 55.00 ,,CLDS,, 22 ,
,DEXTROVET,DEXTROVET,,,300 GMS,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,, 39.00 , 55.00 ,,ARVET,, 9 ,
,DEXTROVET,DEXTROVET,,,100 GMS,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,, 14.00 , 22.00 ,,ARVET,, 5 ,
,WHITE OATS,WHITE OATS,,,500 GMS,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,, 54.25 , 60.00 ,,CLDS,, 7 ,
,SKIM MILK,SKIM MILK,,,KG. ,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,, 40.80 , 120.00 ,,FARMLAND,, 1 ,
,SKIM MILK,SKIM MILK,,,1/4 KG.,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,, 10.20 , 30.00 ,,FARMLAND,,,
,WHEAT GERM,WHEAT GERM,,,300 GMS.,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,, 42.00 , 60.00 ,,ARVET,,,
,WHEAT GERM SMALL,WHEAT GERM SMALL,,,100 GMS.,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,, 19.00 , 24.00 ,,ARVET,, 5 ,
,ROOSTER MILK,ROOSTER MILK,,,,POULRTY SUPPLY,FIGHTING COCK SPECIALTIES,,, 45.15 , 58.00 ,,APT,,,
,AMOBAC,AMOBAC,,,7GMS.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 17.86 , 25.00 ,,LDI,, 76 ,
,ANDROBOL,ANDROBOL,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 12.86 , 18.00 ,,LDI,,,
,B-12-LDI,B-12,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 2.86 , 3.50 ,,LDI,, 598 ,
,BEE POLLEN,BEE POLLEN,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 3.57 , 5.00 ,,LDI,, 271 ,
,BIOCALCIUM,BIOCALCIUM,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 2.50 , 3.50 ,,LDI,, 403 ,
,CYDROXO,CYDROXO,,,10 ML.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 135.71 , 190.00 ,,LDI,, 4 ,
,CIPROTYL,CIPROTYL,,,50'S,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 500.00 ,,,LDI,,,
,CIPROTYL,CIPROTYL,,,TABS,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 10.71 , 15.00 ,,LDI,, 86 ,
,CIPROTYL,CIPROTYL,,,7 GMS.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 20.00 , 28.00 ,,LDI,, 88 ,
,DOXYLAK,DOXYLAK,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 5.71 , 8.00 ,,LDI,, 294 ,
,DOXYLAK,DOXYLAK,,,7 GMS.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 14.29 , 20.00 ,,LDI,, 36 ,
,LAKTAMINO DROPS,LAKTAMINO DROPS,,,30 ML.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 50.00 , 70.00 ,,LDI,, 17 ,
,LAKTAMINO DROPS,LAKTAMINO DROPS,,,1L,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 642.86 , 900.00 ,,LDI,, 1 ,
,LEVIMIN GK,LEVIMIN GK,,,7 GMS.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 14.29 , 20.00 ,,LDI,, 10 ,
,LEVIMIN GK,LEVIMIN GK,,,100 GMS.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 114.29 , 160.00 ,,LDI,, 4 ,
,MEEB,MEEB,,,10 ML.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 178.57 , 250.00 ,,LDI,, 3 ,
,MULTI-LYTE,MULTI-LYTE,,,22GMS,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 14.29 , 20.00 ,,LDI,, 36 ,
,MULTI-LYTE,MULTI-LYTE,,,1 KG.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 335.71 , 470.00 ,,LDI,, 1 ,
,PROXIGEN,PROXIGEN,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 9.29 , 13.00 ,,LDI,, 187 ,
,PYRISTAT,PYRISTAT,,,TABS,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 6.43 , 9.00 ,,LDI,, 110 ,
,PYRISTAT,PYRISTAT,,,7 GMS.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 12.14 , 17.00 ,,LDI,, 121 ,
,PYRISTAT,PYRISTAT,,,60 ML.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 128.57 , 180.00 ,,LDI,, 2 ,
,RED GEL,RED GEL,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 17.86 , 25.00 ,,LDI,, 135 ,
,SLAZBOLAK,SLAZBOLAK,,,,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 257.14 , 360.00 ,,LDI,, 2 ,
,TAPE TERMINATOR,TAPE TERMINATOR,,,10ML.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 21.43 , 30.00 ,,LDI,, 9 ,
,TAPE TERMINATOR,TAPE TERMINATOR,,,1L,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 964.29 ," 1,350.00 ",,LDI,,,
,THIABEX XS,THIABEX XS,,,10ML,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 100.00 , 140.00 ,,LDI,, 5 ,
,THIABEX XS,THIABEX XS,,,20ML,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 132.14 , 185.00 ,,LDI,, 4 ,
,THIABEX XS,THIABEX XS,,,100ML,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 428.57 , 600.00 ,,LDI,, 2 ,
,TRISULAK ,TRISULAK ,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 5.71 , 8.00 ,,LDI,, 377 ,
,TRISULAK ,TRISULAK ,,,7 GMS,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 10.71 , 15.00 ,,LDI,, 79 ,
,TRISULAK ,TRISULAK ,,,10ML,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 110.71 , 155.00 ,,LDI,, 2 ,
,VERMEX ECO,VERMEX ECO,,,,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 8.57 , 12.00 ,,LDI,, 48 ,
,VERMEX-2,VERMEX-2,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 2.86 , 5.00 ,,LDI,, 310 ,
,VERMEX FORTE,VERMEX FORTE,,,CAPS,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 4.29 , 6.00 ,,LDI,, 208 ,
,VIMINOLAK,VIMINOLAK,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 4.29 , 6.00 ,,LDI,, 301 ,
,VIMINOLAK IRON CELL,VIMINOLAK IRON CELL,,,30 ML.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 67.86 , 95.00 ,,LDI,, 12 ,
,VIMINOLAK IRON CELL,VIMINOLAK IRON CELL,,,1L,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 678.57 , 950.00 ,,LDI,,,
,WASHOUT,WASHOUT,,,10 ML.,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 10.00 , 13.00 ,,LDI,, 234 ,
,MUSCLE POWER KEEP,MUSCLE POWER KEEP,,,,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 32.14 , 45.00 ,,LDI,,,
,CUTTING POWER KEEP,CUTTING POWER KEEP,,,,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 32.14 , 45.00 ,,LDI,,,
,MILKOLAK,MILKOLAK,,,100GMS,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 60.71 , 85.00 ,,LDI,,,
,LINCOGEN,LINCOGEN,,,10ML,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 121.43 , 170.00 ,,LDI,,,
,GENMOX,GENMOX,,,10ML,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 164.29 , 230.00 ,,LDI,,,
,KABEZEN,KABEZEN,,,1L,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 785.71 ," 1,100.00 ",,LDI,,,
,ENROFLOXACIN,ENROFLOXACIN,,,10ML,POULRTY SUPPLY,VET PRODUCTS,LAKPUE,, 85.71 , 120.00 ,,LDI,, 1 ,
,APARLYTE,APARLYTE,,,6 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 16.54 , 21.00 ,,UNAHCO,, 24 ,
,APARLYTE,APARLYTE,,,24 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 58.80 , 72.00 ,,UNAHCO,, 4 ,
,BACTERID,BACTERID,,,10ML,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 119.07 , 170.00 ,,UNAHCO,, 3 ,
,BAXIDIL,BAXIDIL,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 5.29 , 8.00 ,,UNAHCO,, 66 ,
,BAXIDIL,BAXIDIL,,,7 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 11.46 , 13.50 ,,UNAHCO,, 33 ,
,BAXIDIL,BAXIDIL,,,30 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 38.13 , 45.00 ,,UNAHCO,, 14 ,
,BAXIDIL,BAXIDIL,,,1 KG.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 594.05 , 707.00 ,,UNAHCO,,,
,BAXIDIL SE,BAXIDIL SE,,,6 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 12.86 , 15.50 ,,UNAHCO,, 15 ,
,BAXIDIL SE,BAXIDIL SE,,,30 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 40.42 , 50.00 ,,UNAHCO,, 17 ,
,BAXIDIL SE ,BAXIDIL SE ,,,1KG,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 740.88 , 890.00 ,,UNAHCO,,,
,BEXAN XP,BEXAN XP,,,10 ML.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 128.42 , 160.00 ,,UNAHCO,, 4 ,
,BEXAN XP,BEXAN XP,,,20 ML.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 203.74 , 235.00 ,,UNAHCO,, 1 ,
,BEXAN XP ,BEXAN XP ,,,100ML,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 694.92 , 810.00 ,,UNAHCO,,,
,ELECTOGEN,ELECTOGEN,,,6 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 6.63 , 8.50 ,,UNAHCO,, 23 ,
,ELECTOGEN,ELECTOGEN,,,20 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 11.54 , 15.00 ,,UNAHCO,, 26 ,
,ELECTOGEN,ELECTOGEN,,,1 KG,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 573.29 , 685.00 ,,UNAHCO,,,
,GANADOR MAX,GANADOR MAX,,,,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 5.73 , 8.00 ,,UNAHCO,, 63 ,
,JECTRAN/CL,JECTRAN/CL,,,10 ML.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 108.45 , 130.00 ,,UNAHCO,,,
,JECTRAN/CL,JECTRAN/CL,,,20 ML.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 162.28 , 195.00 ,,UNAHCO,,,
,JECTRAN/PR,JECTRAN/PR,,,10 ML.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 163.17 , 200.00 ,,UNAHCO,, 1 ,
,JECTRAN/PR,JECTRAN/PR,,,20 ML.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 233.73 , 285.00 ,,UNAHCO,,,
,JECTRAN/PR,JECTRAN/PR,,,100 ML.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 432.18 , 530.00 ,,UNAHCO,, 1 ,
,LATIGO 50 MGS.,LATIGO 50 MGS.,,,PIECE,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 7.13 , 9.75 ,,UNAHCO,, 2 ,
,LATIGO 500 MGS.,LATIGO 500 MGS.,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 24.25 , 31.50 ,,UNAHCO,, 3 ,
,LATIGO 1000,LATIGO 1000,,,10 GMS,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 24.63 , 32.00 ,,UNAHCO,, 12 ,
,MAJOR D,MAJOR D,,,20ML.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 15.88 , 20.00 ,,UNAHCO,, 11 ,
,MICROBAN,MICROBAN,,,100ML.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 105.18 , 125.00 ,,UNAHCO,, 1 ,
,PUSHAM,PUSHAM,,,8 ML.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 8.40 , 12.50 ,,UNAHCO,,,
,STRONG GUARD,STRONG GUARD,,,,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 5.29 , 7.00 ,,UNAHCO,, 199 ,
,VERMIGO,VERMIGO,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 3.23 , 4.50 ,,UNAHCO,, 70 ,
,VET CAPS GOLD,VET CAPS GOLD,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 5.33 , 8.00 ,,UNAHCO,, 172 ,
,VETRACIN ,VETRACIN ,,,1KG,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 520.69 , 620.00 ,,UNAHCO,, 1 ,
,VET GOLD,VETRACIN GOLD,,,1KG,POULRTY SUPPLY,VET PRODUCTS,UNIVET,," 1,366.00 "," 1,550.00 ",,UNAHCO,, 1 ,
,VET CLASS,VETRACIN,,,5 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 8.91 , 12.00 ,,UNAHCO,, 117 ,
,VET CLASS,VETRACIN,,,31.2 gms,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 54.39 , 65.00 ,,UNAHCO,, 3 ,
,VET CLASS,VETRACIN,,,150G,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 163.17 , 205.00 ,,UNAHCO,, 3 ,
,VET PREM ,VETRACIN PREMIUM ,,,5 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 12.50 , 17.00 ,,UNAHCO,, 60 ,
,VET PREM ,VETRACIN PREMIUM ,,,24 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 62.47 , 75.00 ,,UNAHCO,, 8 ,
